,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
1192,name1193,lastname1193,Male,8,8,00,BS ITE,  927 276 6116
1193,name1194,lastname1194,Female,6,11,99,BS LM,917 678 7819
1194,name1195,lastname1195,Male,10,24,97,BS ITE,  918 989 3177
1195,name1196,lastname1196,Female,10,5,99,BS LM,918 993 8803
1196,name1197,lastname1197,Female,12,15,98,BS ITE,  918 317 1448
1197,name1198,lastname1198,Female,9,8,99,BS LM,  918 499 4910
1198,name1199,lastname1199,Male,2,15,01,BS ME,  917 827 2415
1199,name1200,lastname1200,Female,5,6,97,BS MGT,  927 604 6296
1200,name1201,lastname1201,Female,12,26,98,BS CTM,917 265 2898
1201,name1202,lastname1202,Male,12,25,97,BS MGT,  918 862 4131
1202,name1203,lastname1203,Male,3,15,98,BS ITE,918 780 9938
1203,name1204,lastname1204,Female,6,23,97,BS CTM,927 738 1390
1204,name1205,lastname1205,Female,2,4,98,BS ME,  918 149 2057
1205,name1206,lastname1206,Male,12,6,97,BS ITE,  917 503 5133
1206,name1207,lastname1207,Female,7,13,97,BS CTM,  917 190 2065
1207,name1208,lastname1208,Male,6,12,97,BS CTM,  918 627 3137
1208,name1209,lastname1209,Male,7,12,01,BS ITE,  917 954 5974
1209,name1210,lastname1210,Male,6,8,97,BS LM,  917 339 7016
1210,name1211,lastname1211,Female,11,24,01,BS LM,  918 289 8614
1211,name1212,lastname1212,Male,10,12,97,BS LM,  927 455 8949
1212,name1213,lastname1213,Female,4,22,98,BS MGT,  927 329 9292
1213,name1214,lastname1214,Female,4,25,00,BS LM,927 468 3889
1214,name1215,lastname1215,Female,9,17,98,BS MGT,  917 874 9307
1215,name1216,lastname1216,Female,8,2,99,BS MGT,  918 223 5560
1216,name1217,lastname1217,Female,5,22,97,BS ME,927 734 2885
1217,name1218,lastname1218,Male,6,1,97,BS LM,927 705 6125
1218,name1219,lastname1219,Female,10,6,99,BS LM,918 746 1860
1219,name1220,lastname1220,Female,9,14,98,BS ITE,917 463 1439
1220,name1221,lastname1221,Male,2,23,99,BS ITE,917 737 1239
1221,name1222,lastname1222,Female,1,6,98,BS ME,918 811 7711
1222,name1223,lastname1223,Male,1,3,98,BS ME,918 718 2657
1223,name1224,lastname1224,Male,12,10,98,BS MGT,927 344 7671
1224,name1225,lastname1225,Male,5,13,99,BS LM,  918 810 3975
1225,name1226,lastname1226,Female,6,1,98,BS ME,918 151 7087
1226,name1227,lastname1227,Male,6,4,97,BS ME,918 779 5698
1227,name1228,lastname1228,Male,3,27,99,BS MGT,  918 326 6859
1228,name1229,lastname1229,Male,12,16,99,BS ITE,918 377 9443
1229,name1230,lastname1230,Male,6,11,98,BS CTM,  917 396 7625
1230,name1231,lastname1231,Male,7,20,98,BS ME,918 666 9767
1231,name1232,lastname1232,Male,12,1,01,BS ITE,918 920 9381
1232,name1233,lastname1233,Male,9,10,97,BS LM,  917 979 3903
1233,name1234,lastname1234,Female,10,14,99,BS ME,  918 680 8844
1234,name1235,lastname1235,Female,12,12,99,BS LM,  917 697 3635
1235,name1236,lastname1236,Female,1,14,01,BS ITE,918 689 1546
1236,name1237,lastname1237,Male,9,22,97,BS ME,917 172 2053
1237,name1238,lastname1238,Female,6,15,99,BS ME,918 134 1905
1238,name1239,lastname1239,Male,10,24,99,BS LM,917 984 6519
1239,name1240,lastname1240,Male,8,18,00,BS MGT,  927 997 5569
1240,name1241,lastname1241,Male,12,2,97,BS ME,  917 296 6356
1241,name1242,lastname1242,Female,9,27,98,BS ME,  918 862 6792
1242,name1243,lastname1243,Male,3,12,97,BS ITE,  917 745 3019
1243,name1244,lastname1244,Male,9,18,00,BS LM,927 254 5069
1244,name1245,lastname1245,Male,10,14,98,BS CTM,927 874 7695
1245,name1246,lastname1246,Female,12,3,00,BS LM,  917 386 3414
1246,name1247,lastname1247,Female,3,14,99,BS LM,  927 830 7116
1247,name1248,lastname1248,Male,1,11,99,BS LM,927 928 3771
1248,name1249,lastname1249,Female,1,22,99,BS CTM,918 214 1742
1249,name1250,lastname1250,Female,6,24,00,BS LM,  917 527 9027
1250,name1251,lastname1251,Female,3,23,99,BS ME,  927 148 3443
1251,name1252,lastname1252,Female,4,16,01,BS CTM,  917 217 3713
1252,name1253,lastname1253,Female,11,11,01,BS CTM,917 778 7376
1253,name1254,lastname1254,Female,2,23,98,BS ITE,  918 236 7531
1254,name1255,lastname1255,Female,3,3,98,BS CTM,918 827 7726
1255,name1256,lastname1256,Female,5,18,97,BS ME,917 913 7424
1256,name1257,lastname1257,Male,12,13,00,BS ME,917 664 9018
1257,name1258,lastname1258,Female,1,1,00,BS LM,927 851 7870
1258,name1259,lastname1259,Female,10,27,00,BS ITE,  917 757 9661
1259,name1260,lastname1260,Male,12,27,98,BS CTM,927 348 5939
1260,name1261,lastname1261,Male,3,20,99,BS CTM,  918 778 1890
1261,name1262,lastname1262,Female,4,15,99,BS ITE,  917 764 2428
1262,name1263,lastname1263,Male,5,12,01,BS ITE,927 685 6676
1263,name1264,lastname1264,Male,3,9,97,BS ME,  917 229 7860
1264,name1265,lastname1265,Female,11,14,97,BS MGT,  918 581 9606
1265,name1266,lastname1266,Male,9,23,98,BS ME,927 997 4279
1266,name1267,lastname1267,Female,7,15,01,BS CTM,  918 694 7568
1267,name1268,lastname1268,Female,8,9,97,BS ITE,  917 664 3619
1268,name1269,lastname1269,Male,8,14,97,BS ITE,917 760 9735
1269,name1270,lastname1270,Male,11,13,98,BS ME,  918 652 7245
1270,name1271,lastname1271,Female,2,20,99,BS ITE,927 140 7068
1271,name1272,lastname1272,Female,4,17,98,BS CTM,927 614 6148
1272,name1273,lastname1273,Male,8,6,97,BS ITE,917 586 4164
1273,name1274,lastname1274,Male,8,13,97,BS CTM,  918 669 5435
1274,name1275,lastname1275,Female,12,24,99,BS LM,927 768 8793
1275,name1276,lastname1276,Female,12,23,99,BS ME,927 366 5156
1276,name1277,lastname1277,Female,10,15,97,BS ME,927 244 7457
1277,name1278,lastname1278,Male,4,6,99,BS ITE,  917 496 2556
1278,name1279,lastname1279,Female,4,1,98,BS ME,  917 391 4262
1279,name1280,lastname1280,Female,7,2,98,BS ITE,927 952 5373
1280,name1281,lastname1281,Female,6,7,97,BS CTM,  927 358 5434
1281,name1282,lastname1282,Male,5,28,00,BS LM,  927 775 9137
1282,name1283,lastname1283,Male,2,11,98,BS ITE,  927 456 7882
1283,name1284,lastname1284,Female,2,21,98,BS CTM,918 578 5873
1284,name1285,lastname1285,Male,1,16,01,BS ITE,  927 604 5625
1285,name1286,lastname1286,Female,12,5,97,BS LM,917 343 1678
1286,name1287,lastname1287,Male,11,20,99,BS MGT,  927 671 7058
1287,name1288,lastname1288,Male,7,15,00,BS ITE,  917 926 9339
1288,name1289,lastname1289,Female,4,6,98,BS MGT,  918 603 3144
1289,name1290,lastname1290,Female,1,9,97,BS ITE,917 649 9107
1290,name1291,lastname1291,Male,12,25,98,BS CTM,918 189 2364
1291,name1292,lastname1292,Female,6,17,99,BS MGT,  927 230 7369
1292,name1293,lastname1293,Female,12,24,00,BS CTM,  917 937 4233
1293,name1294,lastname1294,Male,1,21,97,BS LM,  918 454 4441
1294,name1295,lastname1295,Male,11,4,97,BS MGT,  918 909 9136
1295,name1296,lastname1296,Female,7,17,98,BS ITE,927 520 7341
1296,name1297,lastname1297,Male,11,8,98,BS MGT,917 984 2112
1297,name1298,lastname1298,Male,11,14,98,BS LM,917 297 6698
1298,name1299,lastname1299,Male,2,8,00,BS CTM,927 361 2358
1299,name1300,lastname1300,Male,2,13,97,BS ITE,  918 305 5557
1300,name1301,lastname1301,Female,11,3,01,BS ME,918 649 7146
1301,name1302,lastname1302,Female,6,5,98,BS CTM,  927 367 2582
1302,name1303,lastname1303,Male,4,3,99,BS ME,  917 853 8031
1303,name1304,lastname1304,Male,5,20,99,BS ME,  917 293 2779
1304,name1305,lastname1305,Female,6,11,99,BS ME,  927 157 6141
1305,name1306,lastname1306,Male,2,10,00,BS ME,  918 105 3008
1306,name1307,lastname1307,Male,12,7,98,BS MGT,927 442 9699
1307,name1308,lastname1308,Male,9,24,97,BS ME,  927 791 5437
1308,name1309,lastname1309,Male,11,2,97,BS LM,917 989 2463
1309,name1310,lastname1310,Female,6,22,97,BS LM,  918 664 5609
1310,name1311,lastname1311,Female,4,16,97,BS MGT,  927 485 9982
1311,name1312,lastname1312,Male,12,25,99,BS LM,917 889 5141
1312,name1313,lastname1313,Male,8,21,97,BS ITE,  918 187 9370
1313,name1314,lastname1314,Male,11,15,99,BS CTM,  927 758 7096
1314,name1315,lastname1315,Male,8,5,97,BS ME,927 465 4328
1315,name1316,lastname1316,Male,9,10,98,BS ME,927 261 2847
1316,name1317,lastname1317,Male,4,14,98,BS LM,927 832 5579
1317,name1318,lastname1318,Female,5,25,99,BS CTM,  918 321 8721
1318,name1319,lastname1319,Female,10,2,98,BS MGT,  927 789 4964
1319,name1320,lastname1320,Male,12,18,97,BS MGT,918 445 6057
1320,name1321,lastname1321,Male,12,20,98,BS MGT,917 298 9407
1321,name1322,lastname1322,Male,6,24,97,BS MGT,  918 790 8368
1322,name1323,lastname1323,Female,9,22,98,BS MGT,917 773 9435
1323,name1324,lastname1324,Female,3,19,99,BS MGT,  917 745 5874
1324,name1325,lastname1325,Female,9,19,99,BS ME,918 699 1503
1325,name1326,lastname1326,Male,3,15,99,BS ME,  917 582 6930
1326,name1327,lastname1327,Female,10,11,00,BS ME,917 286 9237
1327,name1328,lastname1328,Male,2,14,97,BS MGT,917 659 7266
1328,name1329,lastname1329,Male,6,10,99,BS CTM,927 106 1545
1329,name1330,lastname1330,Female,12,26,00,BS LM,  927 903 9064
1330,name1331,lastname1331,Male,11,7,97,BS LM,  917 385 3998
1331,name1332,lastname1332,Female,4,4,99,BS ME,918 915 1402
1332,name1333,lastname1333,Male,8,27,98,BS MGT,927 469 4807
1333,name1334,lastname1334,Male,6,8,01,BS ME,927 265 9044
1334,name1335,lastname1335,Female,1,18,98,BS MGT,917 902 6535
1335,name1336,lastname1336,Male,5,26,98,BS ITE,917 797 1486
1336,name1337,lastname1337,Female,10,13,97,BS ME,917 970 7329
1337,name1338,lastname1338,Male,8,3,98,BS ITE,  917 623 4125
1338,name1339,lastname1339,Female,8,17,99,BS ME,917 135 6232
1339,name1340,lastname1340,Male,4,23,97,BS MGT,  927 921 9683
1340,name1341,lastname1341,Female,1,12,01,BS CTM,927 966 9768
1341,name1342,lastname1342,Female,11,17,99,BS LM,  927 205 5885
1342,name1343,lastname1343,Male,7,3,99,BS ME,927 988 3023
1343,name1344,lastname1344,Female,3,16,99,BS ME,917 544 1029
1344,name1345,lastname1345,Female,8,17,00,BS ITE,  918 218 9144
1345,name1346,lastname1346,Male,2,15,98,BS LM,918 145 8632
1346,name1347,lastname1347,Female,6,16,98,BS MGT,  917 117 7848
1347,name1348,lastname1348,Female,4,6,98,BS ITE,918 784 8807
1348,name1349,lastname1349,Male,4,22,98,BS CTM,  917 364 5402
1349,name1350,lastname1350,Female,6,5,97,BS LM,918 740 3665
1350,name1351,lastname1351,Female,4,25,98,BS ITE,918 820 2605
1351,name1352,lastname1352,Female,2,11,99,BS CTM,917 329 8953
1352,name1353,lastname1353,Male,10,25,99,BS LM,  918 849 2409
1353,name1354,lastname1354,Male,7,14,99,BS CTM,  918 553 5360
1354,name1355,lastname1355,Female,3,8,99,BS LM,918 980 6630
1355,name1356,lastname1356,Female,4,10,97,BS MGT,  917 310 9865
1356,name1357,lastname1357,Male,9,16,97,BS ITE,927 553 2921
1357,name1358,lastname1358,Female,5,23,99,BS CTM,918 920 5305
1358,name1359,lastname1359,Male,2,16,99,BS CTM,917 584 4390
1359,name1360,lastname1360,Female,11,19,97,BS LM,  918 642 4822
1360,name1361,lastname1361,Female,1,15,00,BS LM,918 806 5046
1361,name1362,lastname1362,Male,8,23,00,BS MGT,917 327 3432
1362,name1363,lastname1363,Female,9,13,98,BS ME,918 132 1015
1363,name1364,lastname1364,Female,5,22,98,BS LM,  917 114 2621
1364,name1365,lastname1365,Female,3,25,00,BS CTM,  918 114 3578
1365,name1366,lastname1366,Female,11,1,97,BS ME,927 237 1450
1366,name1367,lastname1367,Male,4,4,00,BS ME,917 350 8700
1367,name1368,lastname1368,Female,5,26,00,BS MGT,  917 556 6015
1368,name1369,lastname1369,Male,7,17,99,BS ME,917 613 1233
1369,name1370,lastname1370,Male,12,9,97,BS ITE,  927 524 3348
1370,name1371,lastname1371,Male,3,21,01,BS LM,917 200 2986
1371,name1372,lastname1372,Female,7,16,97,BS MGT,917 816 7842
1372,name1373,lastname1373,Male,3,10,99,BS MGT,  917 843 6093
1373,name1374,lastname1374,Female,4,3,01,BS ITE,927 406 6061
1374,name1375,lastname1375,Male,11,14,98,BS ITE,927 965 7185
1375,name1376,lastname1376,Male,12,15,98,BS ITE,  927 844 1421
1376,name1377,lastname1377,Female,11,26,97,BS LM,  918 925 9941
1377,name1378,lastname1378,Female,2,12,98,BS MGT,  927 622 9199
1378,name1379,lastname1379,Male,4,27,97,BS ME,927 633 2182
1379,name1380,lastname1380,Female,10,8,97,BS CTM,917 859 9056
1380,name1381,lastname1381,Female,11,10,00,BS MGT,917 421 8205
1381,name1382,lastname1382,Female,12,14,98,BS ME,  927 333 6293
1382,name1383,lastname1383,Female,6,23,97,BS MGT,  917 980 6811
1383,name1384,lastname1384,Female,6,23,99,BS MGT,  927 235 4503
1384,name1385,lastname1385,Female,10,25,01,BS MGT,918 458 5831
1385,name1386,lastname1386,Male,9,8,97,BS CTM,  918 687 2410
1386,name1387,lastname1387,Male,10,10,97,BS ME,  918 647 3328
1387,name1388,lastname1388,Male,1,21,98,BS ME,  927 525 6114
1388,name1389,lastname1389,Male,6,19,99,BS MGT,918 202 8454
1389,name1390,lastname1390,Female,4,27,98,BS ME,927 302 2101
1390,name1391,lastname1391,Female,9,14,00,BS LM,  917 591 4641
1391,name1392,lastname1392,Male,12,10,98,BS LM,918 732 2045
1392,name1393,lastname1393,Male,5,25,99,BS ITE,917 110 5678
1393,name1394,lastname1394,Male,11,22,99,BS MGT,917 154 5680
1394,name1395,lastname1395,Male,9,19,00,BS ITE,918 758 5983
1395,name1396,lastname1396,Male,10,10,97,BS LM,  917 245 8849
1396,name1397,lastname1397,Male,6,7,99,BS ITE,917 874 3489
1397,name1398,lastname1398,Male,2,9,98,BS LM,918 478 6970
1398,name1399,lastname1399,Female,1,27,99,BS CTM,  927 536 4058
1399,name1400,lastname1400,Female,10,21,97,BS ITE,  917 844 7269
1400,name1401,lastname1401,Male,3,4,98,BS LM,927 827 8369
1401,name1402,lastname1402,Male,11,23,99,BS MGT,918 140 3602
1402,name1403,lastname1403,Female,2,1,01,BS ME,927 819 7518
1403,name1404,lastname1404,Male,1,1,98,BS CTM,  927 745 2002
1404,name1405,lastname1405,Female,4,24,97,BS CTM,927 647 2917
1405,name1406,lastname1406,Male,9,26,98,BS ME,917 627 4750
1406,name1407,lastname1407,Female,8,15,98,BS LM,917 264 3947
1407,name1408,lastname1408,Male,7,24,99,BS ME,927 320 7623
1408,name1409,lastname1409,Male,6,2,00,BS LM,917 640 7175
1409,name1410,lastname1410,Male,12,16,98,BS MGT,918 345 1275
1410,name1411,lastname1411,Female,8,26,99,BS ITE,927 306 7412
1411,name1412,lastname1412,Male,3,8,97,BS ME,917 840 6344
1412,name1413,lastname1413,Male,7,22,97,BS ITE,917 267 4274
1413,name1414,lastname1414,Male,7,21,00,BS LM,  917 221 5774
1414,name1415,lastname1415,Male,5,6,99,BS CTM,918 258 1542
1415,name1416,lastname1416,Female,11,11,98,BS MGT,  927 454 9508
1416,name1417,lastname1417,Male,11,22,98,BS LM,927 493 1137
1417,name1418,lastname1418,Male,7,13,00,BS MGT,927 430 3435
1418,name1419,lastname1419,Female,4,16,99,BS CTM,  917 119 5674
1419,name1420,lastname1420,Male,11,26,99,BS MGT,  927 771 8868
1420,name1421,lastname1421,Female,9,5,98,BS MGT,  917 668 1478
1421,name1422,lastname1422,Female,9,22,99,BS MGT,  927 337 3974
1422,name1423,lastname1423,Male,7,14,98,BS LM,918 373 1692
1423,name1424,lastname1424,Male,11,16,98,BS LM,  918 581 4912
1424,name1425,lastname1425,Male,7,20,01,BS MGT,  918 484 2669
1425,name1426,lastname1426,Female,12,25,99,BS ME,927 137 4284
1426,name1427,lastname1427,Female,12,15,97,BS CTM,917 724 9747
1427,name1428,lastname1428,Male,5,15,97,BS ITE,  918 117 8158
1428,name1429,lastname1429,Male,8,22,00,BS MGT,917 337 4303
1429,name1430,lastname1430,Male,11,6,98,BS MGT,  917 444 2276
1430,name1431,lastname1431,Male,8,7,98,BS MGT,917 928 8674
1431,name1432,lastname1432,Female,4,28,98,BS LM,  927 181 7133
1432,name1433,lastname1433,Male,8,2,00,BS CTM,  918 414 8735
1433,name1434,lastname1434,Female,2,13,99,BS ME,  927 828 8104
1434,name1435,lastname1435,Male,5,24,99,BS CTM,  927 853 4088
1435,name1436,lastname1436,Female,6,24,97,BS MGT,  917 218 7609
1436,name1437,lastname1437,Male,2,19,01,BS LM,927 811 4705
1437,name1438,lastname1438,Male,6,26,98,BS MGT,  918 561 4308
1438,name1439,lastname1439,Female,6,27,00,BS ME,927 513 1933
1439,name1440,lastname1440,Female,3,19,98,BS CTM,917 858 1172
1440,name1441,lastname1441,Female,3,15,99,BS MGT,  917 665 5128
1441,name1442,lastname1442,Female,9,21,99,BS LM,  927 457 3828
1442,name1443,lastname1443,Male,3,14,99,BS MGT,  927 684 4492
1443,name1444,lastname1444,Male,1,8,99,BS LM,927 786 3031
1444,name1445,lastname1445,Male,9,7,01,BS CTM,927 993 1326
1445,name1446,lastname1446,Male,5,27,99,BS ME,918 367 2882
1446,name1447,lastname1447,Male,2,21,98,BS ITE,917 443 8759
1447,name1448,lastname1448,Female,2,26,98,BS MGT,918 789 5546
1448,name1449,lastname1449,Male,3,13,98,BS CTM,917 178 5991
1449,name1450,lastname1450,Female,3,14,97,BS CTM,927 156 1184
1450,name1451,lastname1451,Male,11,11,99,BS LM,917 382 4890
1451,name1452,lastname1452,Female,10,12,01,BS LM,  917 960 4687
1452,name1453,lastname1453,Female,12,11,00,BS ITE,  927 322 2243
1453,name1454,lastname1454,Female,2,15,98,BS CTM,927 832 4339
1454,name1455,lastname1455,Male,1,5,97,BS CTM,917 515 3847
1455,name1456,lastname1456,Female,2,4,01,BS ME,  917 615 9128
1456,name1457,lastname1457,Male,6,21,99,BS CTM,  917 161 2559
1457,name1458,lastname1458,Male,12,7,00,BS ITE,917 157 8809
1458,name1459,lastname1459,Male,5,23,98,BS LM,917 461 9605
1459,name1460,lastname1460,Male,10,27,97,BS CTM,917 373 9387
1460,name1461,lastname1461,Male,3,24,97,BS LM,  917 733 9630
1461,name1462,lastname1462,Male,1,19,00,BS MGT,  917 831 3939
1462,name1463,lastname1463,Female,9,17,98,BS ITE,  917 747 8978
1463,name1464,lastname1464,Female,5,2,98,BS ITE,927 247 1072
1464,name1465,lastname1465,Male,3,13,97,BS LM,  927 299 6251
1465,name1466,lastname1466,Male,8,22,99,BS MGT,927 533 2737
1466,name1467,lastname1467,Male,1,5,99,BS ME,917 616 1710
1467,name1468,lastname1468,Female,5,26,98,BS CTM,  917 363 5546
1468,name1469,lastname1469,Female,2,20,98,BS MGT,  927 502 4474
1469,name1470,lastname1470,Female,9,24,98,BS LM,918 294 1027
1470,name1471,lastname1471,Male,8,19,98,BS ITE,  927 344 1830
1471,name1472,lastname1472,Male,10,6,00,BS ME,918 184 8390
1472,name1473,lastname1473,Female,11,19,97,BS CTM,  918 386 9272
1473,name1474,lastname1474,Female,1,17,98,BS CTM,918 873 1895
1474,name1475,lastname1475,Female,11,27,01,BS LM,918 268 9223
1475,name1476,lastname1476,Female,3,17,97,BS MGT,  917 446 5151
1476,name1477,lastname1477,Female,11,4,98,BS CTM,  918 149 1182
1477,name1478,lastname1478,Female,4,10,00,BS CTM,  927 141 1139
1478,name1479,lastname1479,Female,4,13,01,BS LM,918 322 9858
1479,name1480,lastname1480,Male,11,27,00,BS ME,  918 185 8617
1480,name1481,lastname1481,Female,7,2,01,BS MGT,927 355 5906
1481,name1482,lastname1482,Male,8,3,01,BS CTM,917 260 1467
1482,name1483,lastname1483,Female,2,28,97,BS LM,  918 673 1640
1483,name1484,lastname1484,Male,2,18,99,BS ME,  927 400 7002
1484,name1485,lastname1485,Male,1,21,01,BS MGT,  918 162 2673
1485,name1486,lastname1486,Male,2,12,97,BS ME,  918 314 2326
1486,name1487,lastname1487,Female,2,6,00,BS ME,  917 774 4619
1487,name1488,lastname1488,Female,5,8,98,BS ME,917 982 1304
1488,name1489,lastname1489,Female,8,25,98,BS LM,918 466 4113
1489,name1490,lastname1490,Female,11,15,99,BS ME,  927 526 4600
1490,name1491,lastname1491,Female,11,19,97,BS MGT,917 840 5589
1491,name1492,lastname1492,Male,3,4,99,BS CTM,918 337 3436
1492,name1493,lastname1493,Female,9,17,01,BS MGT,  918 850 8278
1493,name1494,lastname1494,Male,6,2,99,BS ITE,  927 272 2481
1494,name1495,lastname1495,Female,5,1,97,BS CTM,  927 317 8513
1495,name1496,lastname1496,Female,4,1,98,BS MGT,917 472 2973
1496,name1497,lastname1497,Female,11,4,97,BS ITE,927 979 2316
1497,name1498,lastname1498,Male,4,27,97,BS CTM,927 872 1565
1498,name1499,lastname1499,Male,9,13,01,BS LM,  927 899 3998
1499,name1500,lastname1500,Male,1,16,99,BS LM,927 514 8153
1500,name1501,lastname1501,Female,12,7,97,BS LM,927 560 8025
1501,name1502,lastname1502,Female,1,18,00,BS CTM,  917 943 7148
1502,name1503,lastname1503,Female,1,4,98,BS LM,927 376 3449
1503,name1504,lastname1504,Female,8,26,98,BS ITE,927 765 1116
1504,name1505,lastname1505,Female,4,2,99,BS CTM,927 998 1959
1505,name1506,lastname1506,Male,11,28,99,BS MGT,917 426 2724
1506,name1507,lastname1507,Female,9,25,97,BS ME,  917 538 1553
1507,name1508,lastname1508,Female,5,4,01,BS CTM,917 535 4647
1508,name1509,lastname1509,Female,5,7,99,BS CTM,  927 195 1266
1509,name1510,lastname1510,Female,9,8,98,BS CTM,917 209 9303
1510,name1511,lastname1511,Male,4,5,99,BS CTM,  917 313 5237
1511,name1512,lastname1512,Male,6,4,99,BS ME,  917 410 1813
1512,name1513,lastname1513,Male,11,20,98,BS MGT,  917 690 5462
1513,name1514,lastname1514,Female,6,9,98,BS MGT,917 269 6027
1514,name1515,lastname1515,Female,9,21,98,BS ITE,  918 167 3141
1515,name1516,lastname1516,Female,9,7,99,BS MGT,  917 455 3546
1516,name1517,lastname1517,Male,12,23,97,BS ITE,  917 220 3638
1517,name1518,lastname1518,Female,10,24,97,BS CTM,918 232 2424
1518,name1519,lastname1519,Female,3,15,99,BS CTM,  927 477 8478
